customer_id,recency,frequency,monetary,pourcentage,basket_average
12413.0,67,4,935.5000000000001,6.398519185552053,233.87500000000003
12414.0,218,4,562.41,18.775003249519795,140.6025
12415.0,25,25,143194.28999999998,0.8235574498642053,5727.771599999999
12416.0,657,1,202.56,0.0,202.56
12417.0,4,20,6688.709999999999,1.5991384953975116,334.43549999999993
12418.0,113,4,2016.9499999999998,0.21027112606372453,504.23749999999995
12419.0,386,2,503.01,0.0,251.505
12420.0,64,1,600.3900000000001,0.0,600.3900000000001
12421.0,16,6,1093.6000000000001,0.45512470416894224,182.26666666666668
12422.0,96,15,4119.35,1.293924545029772,274.62333333333333
12423.0,1,10,2612.19,0.38895816411746537,261.219
12424.0,163,4,3289.78,1.5044775046930718,822.445
12425.0,79,2,1680.81,3.4799386703877895,840.405
12426.0,195,2,1311.41,2.512618847614871,655.705
12427.0,12,3,708.37,14.220150157423106,236.12333333333333
12428.0,26,8,7326.0,1.0703202858508682,915.75
12429.0,10,8,6154.009999999999,0.8123254265917308,769.2512499999999
12430.0,44,1,256.4,0.0,256.4
12431.0,36,27,10293.66,1.3281928486937582,381.24666666666667
12432.0,43,5,5059.319999999999,0.0,1011.8639999999998
12433.0,1,10,16794.14,0.0,1679.414
12434.0,85,3,1062.48,3.711155216008264,354.16
12435.0,80,6,13925.93,0.0,2320.9883333333332
12436.0,100,1,509.01000000000005,0.0,509.01000000000005
12437.0,2,39,12394.85,2.2750208934512823,317.81666666666666
12438.0,15,2,2906.8500000000004,0.0,1453.4250000000002
12439.0,683,2,1089.18,4.698656026879462,544.59
12440.0,458,2,768.15,10.597067039106149,384.075
12441.0,367,1,173.55,0.0,173.55
12442.0,4,1,172.06,0.0,172.06
12443.0,733,1,485.31,0.0,485.31
12444.0,22,5,5005.46,0.0,1001.092
12445.0,23,2,426.48,1.9541128327739206,213.24
12446.0,58,1,1002.3100000000001,0.0,1002.3100000000001
12447.0,244,1,476.49,0.0,476.49
12448.0,45,1,449.4500000000001,0.0,449.4500000000001
12449.0,23,6,4835.889999999999,0.0,805.9816666666666
12450.0,157,5,666.95,3.087765184539378,133.39000000000001
12451.0,11,8,12546.529999999999,0.973568810438615,1568.3162499999999
12452.0,17,2,428.57,0.4645005457881413,214.285
12453.0,135,1,707.0899999999999,0.0,707.0899999999999
12454.0,54,5,4292.71,74.26398909338133,858.542
12455.0,74,10,5879.95,0.0,587.995
12456.0,45,3,3153.89,0.8534944546437643,1051.2966666666666
12457.0,59,8,2472.31,17.477160528854338,309.03875
12458.0,72,4,1777.4899999999998,0.0,444.37249999999995
12459.0,606,1,454.3599999999999,0.0,454.3599999999999
12460.0,457,1,326.65,0.0,326.65
12461.0,95,2,826.88,0.0,413.44
12462.0,3,2,1124.0099999999998,5.512823745996519,562.0049999999999
12463.0,47,4,1303.63,3.0599800710896945,325.9075
12464.0,11,8,1212.05,0.0,151.50625
12465.0,8,2,733.89,1.118312022527924,366.945
12466.0,683,1,56.73,0.0,56.73
12467.0,387,1,0.0,100.0,0.0
12468.0,144,5,3624.55,1.2583293831761446,724.9100000000001
12469.0,523,2,3070.54,0.0,1535.27
12470.0,690,1,211.95,0.0,211.95
12471.0,3,76,37830.009999999995,5.016999266097705,497.76328947368415
12472.0,31,19,15447.69,4.933138617133427,813.0363157894737
12473.0,54,3,2797.27,2.6606535756664687,932.4233333333333
12474.0,18,31,11948.75,3.4268856963892427,385.44354838709677
12475.0,54,2,1149.64,0.0,574.82
12476.0,2,23,13684.119999999999,2.8386293294972775,594.9617391304347
12477.0,23,9,20173.64,0.5066488725546041,2241.5155555555557
12478.0,4,1,680.9900000000001,0.0,680.9900000000001
12479.0,4,1,477.29999999999995,9.465098634294385,477.29999999999995
12480.0,29,7,5435.1,0.5443882265752948,776.4428571428572
12481.0,23,15,12041.15,1.1846857456109756,802.7433333333333
12482.0,577,27,21941.72,0.0,812.6562962962963
12483.0,18,19,4823.470000000001,5.369831946291872,253.86684210526323
12484.0,33,12,6287.799999999999,1.0434207834311704,523.9833333333332
12485.0,530,1,708.1000000000001,0.0,708.1000000000001
12486.0,432,1,1037.2800000000002,0.0,1037.2800000000002
12487.0,731,1,259.79999999999995,8.93796004206099,259.79999999999995
12488.0,10,3,1298.6600000000003,0.0,432.88666666666677
12489.0,337,1,334.92999999999995,0.0,334.92999999999995
12490.0,6,21,9818.64,0.05089763061349968,467.5542857142857
12491.0,39,1,460.40000000000003,0.0,460.40000000000003
12492.0,64,3,715.21,0.0,238.40333333333334
12493.0,166,2,416.79,3.9078710748374603,208.395
12494.0,10,9,1685.9199999999998,7.125661747288284,187.32444444444442
12495.0,635,1,323.4,9.513150531617237,323.4
12496.0,621,2,45.339999999999996,0.0,22.669999999999998
12497.0,82,3,6211.75,0.5881411538769304,2070.5833333333335
12498.0,22,3,403.7,0.0,134.56666666666666
12499.0,561,1,393.71999999999997,0.0,393.71999999999997
12500.0,24,19,5872.31,1.3920583824919692,309.06894736842105
12501.0,316,1,2089.68,3.674304758480494,2089.68
12502.0,96,5,3723.87,0.0,744.774
12503.0,585,1,1126.0,0.0,1126.0
12504.0,19,4,411.00000000000006,47.24343752005647,102.75000000000001
12505.0,394,1,912.5,4.470268006700167,912.5
12506.0,233,1,73.50000000000001,0.0,73.50000000000001
12507.0,135,4,1797.31,2.5351669685368154,449.3275
12508.0,27,2,397.88,0.0,198.94
12509.0,285,1,176.5,0.0,176.5
12510.0,143,7,3353.33,10.982126502841762,479.04714285714283
12511.0,415,1,3065.77,0.591760105317086,3065.77
12512.0,67,2,132.18,0.0,66.09
12513.0,85,1,586.7900000000001,4.164693200934197,586.7900000000001
12514.0,268,2,1597.7600000000002,0.0,798.8800000000001
12515.0,354,1,383.70000000000005,0.0,383.70000000000005
12516.0,78,4,2648.6200000000003,0.0,662.1550000000001
12517.0,29,5,2443.6499999999996,1.529255319148936,488.7299999999999
12518.0,1,5,2056.89,0.0,411.378
12519.0,64,2,685.19,4.375191894381332,342.595
12520.0,80,5,2582.51,1.9644985688580472,516.5020000000001
12521.0,143,1,599.68,0.0,599.68
12522.0,40,2,192.72000000000003,0.0,96.36000000000001
12523.0,2,23,4201.05,3.4762829276138185,182.65434782608696
12524.0,10,17,11091.36,0.3123283879091614,652.4329411764706
12525.0,492,3,835.1799999999998,14.228790321752433,278.39333333333326
12526.0,1,3,1316.6600000000003,0.0,438.88666666666677
12527.0,82,5,735.51,0.0,147.102
12528.0,10,6,1922.28,0.5792664004799635,320.38
12529.0,523,1,311.78,1.4850859453993934,311.78
12530.0,60,9,3689.8599999999997,1.8461080106191115,409.9844444444444
12531.0,15,2,1899.05,1.766501138009518,949.525
12532.0,31,1,349.83000000000004,0.0,349.83000000000004
12533.0,619,2,1149.99,15.929643465483332,574.995
12534.0,131,1,1089.18,0.0,1089.18
12535.0,92,2,716.35,0.0,358.175
12536.0,8,1,4151.26,3.001371588261821,4151.26
12537.0,409,1,732.94,0.0,732.94
12538.0,30,2,640.4499999999999,0.0,320.22499999999997
12539.0,23,7,11214.75,0.0,1602.107142857143
12540.0,20,33,22107.29,0.6614395566917057,669.9178787878789
12541.0,30,3,981.1800000000002,0.0,327.06000000000006
12542.0,485,2,423.38,12.139951855233669,211.69
12543.0,449,1,980.25,0.0,980.25
12544.0,30,1,355.70000000000005,4.561309364099811,355.70000000000005
12545.0,76,2,1000.39,0.0,500.195
12546.0,47,2,1141.5,1.7219113215669393,570.75
12547.0,198,3,383.5799999999999,0.0,127.85999999999997
12548.0,167,1,95.19999999999999,0.0,95.19999999999999
12549.0,576,6,1575.6799999999998,0.0,262.6133333333333
12550.0,80,1,964.83,0.0,964.83
12551.0,358,1,168.0,0.0,168.0
12552.0,39,2,437.82,0.0,218.91
12553.0,9,12,4548.82,1.3003525901817192,379.0683333333333
12554.0,449,1,468.5,0.0,468.5
12555.0,683,1,129.23,0.0,129.23
12556.0,51,2,599.56,0.0,299.78
12557.0,17,8,18096.14,0.0,2262.0175
12558.0,2,1,2.6645352591003757e-14,100.0,2.6645352591003757e-14
12559.0,311,2,536.2099999999999,4.539709102561821,268.10499999999996
12560.0,6,3,2101.3900000000003,1.5285776542752842,700.4633333333335
12561.0,303,1,238.85,0.0,238.85
12562.0,9,9,4966.92,0.0,551.88
12563.0,409,1,249.24,0.0,249.24
12564.0,262,1,456.90000000000003,0.0,456.90000000000003
12565.0,282,1,131.17000000000002,10.108278508771928,131.17000000000002
12566.0,73,1,346.7,1.407649651642258,346.7
12567.0,23,15,11451.44,2.685706710357698,763.4293333333334
12568.0,645,1,70.0,0.0,70.0
12569.0,3,32,4064.99,1.4473815001854684,127.0309375
12570.0,683,1,77.52,0.0,77.52
12571.0,40,2,519.61,0.0,259.805
12572.0,9,2,1004.7199999999999,1.5385821524470318,502.35999999999996
12573.0,228,5,717.4100000000002,0.0,143.48200000000003
12574.0,316,1,218.45000000000002,0.0,218.45000000000002
12575.0,458,2,622.8199999999999,0.0,311.40999999999997
12576.0,36,8,2083.87,2.746509109916368,260.48375
12577.0,36,8,1550.75,3.8682081641508854,193.84375
12578.0,22,4,4572.450000000001,1.5078245323051405,1143.1125000000002
12579.0,74,1,410.71999999999997,6.7435629626265845,410.71999999999997
12580.0,247,2,1052.9,0.0,526.45
12581.0,40,1,197.70999999999998,0.0,197.70999999999998
12582.0,239,4,1980.4,0.0,495.1
12583.0,3,27,13489.039999999999,0.7544376739128196,499.59407407407406
12584.0,4,9,1893.9500000000003,18.99792571049761,210.43888888888893
12585.0,235,2,1982.81,2.8081956766825154,991.405
12586.0,18,4,2045.67,0.8241744922842723,511.4175
12587.0,8,1,144.0,0.0,144.0
12588.0,40,4,938.98,2.0651244289618056,234.745
12589.0,29,7,3094.1699999999996,14.993227854534865,442.02428571428567
12590.0,191,2,9853.480000000001,0.10928341304872337,4926.740000000001
12591.0,318,3,1338.95,0.0,446.31666666666666
12592.0,93,4,1867.6399999999999,0.0,466.90999999999997
12593.0,109,3,418.0999999999999,0.0,139.36666666666665
12594.0,38,15,5044.51,0.895854902939229,336.3006666666667
12595.0,505,1,299.02000000000004,0.0,299.02000000000004
12596.0,52,2,618.27,0.0,309.135
12597.0,20,4,3683.13,3.360866074380383,920.7825
12598.0,10,11,4414.67,2.6338250894887394,401.33363636363634
12599.0,30,13,2296.7199999999993,0.0,176.67076923076917
12600.0,29,21,4884.22,1.6749137379162624,232.58190476190478
12601.0,190,6,673.7600000000001,1.1009012711740012,112.29333333333335
12602.0,59,1,153.12,0.0,153.12
12603.0,22,1,739.1999999999999,0.0,739.1999999999999
12604.0,80,2,254.17999999999998,0.0,127.08999999999999
12605.0,366,4,1225.4499999999998,0.6082971734458007,306.36249999999995
12606.0,683,1,21.0,0.0,21.0
12607.0,59,1,0.0,100.00000000000001,0.0
12608.0,405,1,415.78999999999996,0.0,415.78999999999996
12609.0,79,9,3417.86,0.5238863050298905,379.76222222222225
12610.0,23,5,2057.9900000000002,1.9790049248883088,411.59800000000007
12611.0,53,1,1193.32,0.0,1193.32
12612.0,58,1,643.59,8.5861598772797,643.59
12613.0,32,10,6573.82,3.5724920313845367,657.382
12614.0,278,1,315.59999999999997,0.0,315.59999999999997
12615.0,3,8,5564.88,3.0674205449243863,695.61
12616.0,86,3,1045.3500000000001,7.581115728052339,348.45000000000005
12617.0,30,1,352.97999999999996,0.0,352.97999999999996
12618.0,22,1,177.31,0.0,177.31
12619.0,17,9,3354.9500000000003,1.0835274346198072,372.77222222222224
12620.0,15,3,1339.41,0.0,446.47
12621.0,2,35,24114.7,0.8082694395998553,688.9914285714286
12622.0,233,1,180.09999999999997,0.0,180.09999999999997
12623.0,277,7,3639.8399999999997,2.8816598360655736,519.9771428571428
12624.0,107,2,641.13,0.0,320.565
12625.0,212,4,5095.38,1.3456266166880932,1273.845
12626.0,24,9,6388.35,3.506241239305912,709.8166666666667
12627.0,11,7,4478.530000000001,0.0,639.7900000000001
12628.0,5,3,769.61,2.142512015868576,256.5366666666667
12629.0,386,2,1558.2199999999998,0.0,779.1099999999999
12630.0,10,2,1270.88,0.0,635.44
12631.0,58,6,3452.2699999999995,0.8415743472054273,575.3783333333332
12632.0,521,2,738.88,8.199980121260312,369.44
12633.0,59,7,5595.21,1.4608605604632487,799.3157142857143
12634.0,536,2,490.0,0.0,245.0
12635.0,90,4,2930.4100000000003,0.0,732.6025000000001
12636.0,739,1,141.0,0.0,141.0
12637.0,68,12,8215.16,0.8287249466127303,684.5966666666667
12638.0,34,2,921.49,0.0,460.745
12639.0,239,3,1312.37,0.0,437.45666666666665
12640.0,24,3,1174.58,0.0,391.52666666666664
12641.0,116,1,185.9,0.0,185.9
12642.0,26,3,1013.26,0.0,337.75333333333333
12643.0,129,12,7835.299999999998,5.653584304054754,652.9416666666665
12644.0,130,4,1815.54,5.366199458949486,453.885
12645.0,34,8,3499.1,1.1358178170824738,437.3875
12646.0,5,2,1346.97,0.0,673.485
12647.0,23,36,16713.989999999998,1.4246662597202686,464.2774999999999
12648.0,155,4,1097.0,1.3489208633093526,274.25
12649.0,108,8,2258.5,1.5754036563310307,282.3125
12650.0,4,1,314.44,0.0,314.44
12651.0,335,4,365.3,3.2958305757776305,91.325
12652.0,323,2,1011.5799999999999,0.5358740646785247,505.78999999999996
12653.0,149,3,4160.83,0.0,1386.9433333333334
12654.0,11,5,601.9799999999999,0.0,120.39599999999999
12655.0,424,1,261.35,0.0,261.35
12656.0,18,8,6320.78,1.3584942172311065,790.0975
12657.0,12,4,1152.06,29.888387151742354,288.015
12658.0,19,1,686.05,0.0,686.05
12659.0,30,1,91.68,0.0,91.68
12660.0,12,1,245.10000000000002,0.0,245.10000000000002
12661.0,437,1,162.00000000000003,0.0,162.00000000000003
12662.0,1,20,6687.6900000000005,0.5775629075274954,334.3845
12663.0,625,2,204.0,14.786967418546368,102.0
12664.0,9,11,6052.04,0.296538408313619,550.1854545454545
12665.0,325,3,301.45,3.874362244897958,100.48333333333333
12666.0,360,1,1020.98,18.218227839989748,1020.98
12667.0,59,1,620.1300000000001,0.0,620.1300000000001
12668.0,8,10,11319.060000000001,0.5619769077301915,1131.9060000000002
12669.0,151,2,1607.73,0.0,803.865
12670.0,11,7,3750.39,0.2632775663579139,535.77
12671.0,607,1,2622.481,0.0,2622.481
12672.0,330,2,410.5,6.074819814666514,205.25
12673.0,6,3,1230.02,0.0,410.00666666666666
12674.0,12,4,1922.26,2.4530599817314522,480.565
12675.0,554,2,933.5500000000001,2.4758422564638285,466.77500000000003
12676.0,25,11,2773.0899999999997,2.462109887481578,252.09909090909088
12677.0,556,2,389.3,1.4679827891672994,194.65
12678.0,43,21,33851.13,1.2544784047690305,1611.9585714285713
12679.0,53,4,1058.67,4.883110815618767,264.6675
12680.0,1,4,880.8100000000002,0.0,220.20250000000004
12681.0,15,45,29518.239999999998,1.0609101598269939,655.9608888888888
12682.0,4,52,22862.120000000003,0.38387431580176573,439.65615384615387
12683.0,5,21,11355.52,2.3911567257192465,540.7390476190476
12684.0,8,6,2253.6299999999997,0.0,375.60499999999996
12685.0,29,6,2863.08,0.0,477.18
12686.0,372,1,89.14,0.0,89.14
12687.0,481,2,2138.9099999999994,0.0,1069.4549999999997
12688.0,114,1,4873.8099999999995,0.0,4873.8099999999995
12689.0,26,2,1247.61,0.0,623.805
12690.0,206,1,389.01,0.0,389.01
12691.0,29,7,1170.4,0.0,167.20000000000002
12692.0,638,1,110.95,0.0,110.95
12693.0,121,7,1640.4199999999998,3.6758229498185577,234.34571428571425
12694.0,71,3,1839.45,0.2115713239482464,613.15
12695.0,8,7,1407.12,0.0,201.01714285714283
12696.0,435,2,801.1500000000001,5.9583758847765615,400.57500000000005
12697.0,22,3,939.02,1.9392433087229402,313.00666666666666
12698.0,591,1,339.75,0.0,339.75
12699.0,418,1,638.11,0.0,638.11
12700.0,8,4,4867.99,1.4574928289328521,1216.9975
12701.0,80,6,2446.41,0.0,407.73499999999996
12702.0,20,1,219.0,0.0,219.0
12703.0,65,4,892.1800000000001,11.360813885328803,223.04500000000002
12704.0,8,8,2220.8399999999997,5.126364894653202,277.60499999999996
12705.0,16,14,11554.0,1.7692418870779874,825.2857142857143
12706.0,683,0,-91.89,inf,-inf
12707.0,292,1,603.42,0.0,603.42
12708.0,30,18,4921.72,3.828702961900557,273.4288888888889
12709.0,4,34,29512.68,2.571920548690469,868.02
12710.0,97,3,1130.5700000000002,1.6057161755234892,376.85666666666674
12711.0,612,2,1339.0499999999997,0.0,669.5249999999999
12712.0,23,21,6521.78,2.9934419450753604,310.56095238095236
12713.0,1,1,848.5500000000001,0.0,848.5500000000001
12714.0,10,12,14093.710000000001,0.0,1174.4758333333334
12715.0,107,1,343.35999999999996,0.0,343.35999999999996
12716.0,4,2,1053.4900000000002,0.0,526.7450000000001
12717.0,152,3,1258.9099999999999,3.8199723434002335,419.6366666666666
12718.0,72,1,238.25,0.0,238.25
12719.0,6,2,608.1,5.713621210946586,304.05
12720.0,3,30,7574.490000000001,2.7325330539032886,252.48300000000003
12721.0,32,8,3933.83,1.9747924287579615,491.72875
12722.0,86,4,904.3299999999999,9.35216463017351,226.08249999999998
12723.0,4,5,725.07,0.0,145.014
12724.0,6,7,2317.52,0.0,331.07428571428574
12725.0,372,4,2266.7599999999998,0.0,566.6899999999999
12726.0,29,11,4014.6,0.0,364.96363636363634
12727.0,11,10,5646.53,0.5810339940100677,564.653
12728.0,72,5,1070.17,0.0,214.03400000000002
12729.0,114,1,453.01000000000005,0.0,453.01000000000005
12730.0,522,1,829.2500000000001,0.0,829.2500000000001
12731.0,24,17,25673.21,0.3976612089443899,1510.1888235294118
12732.0,180,1,236.26000000000005,0.0,236.26000000000005
12733.0,235,4,2325.97,4.0449336226598795,581.4925
12734.0,353,3,639.65,0.0,213.21666666666667
12735.0,316,2,779.57,0.0,389.785
12736.0,333,1,234.00000000000003,0.0,234.00000000000003
12737.0,499,1,100.0,0.0,100.0
12738.0,373,1,155.35,0.0,155.35
12739.0,79,4,2473.73,0.0,618.4325
12740.0,64,1,427.59999999999997,0.0,427.59999999999997
12741.0,530,2,406.07,0.0,203.035
12742.0,600,1,1185.0200000000002,1.373260536653572,1185.0200000000002
12743.0,135,2,540.13,0.0,270.065
12744.0,57,8,13158.16,0.0,1644.77
12745.0,487,3,925.4100000000001,0.0,308.47
12746.0,528,1,230.84999999999997,9.31054802592811,230.84999999999997
12747.0,3,26,8786.53,1.2580800316458542,337.9434615384616
12748.0,1,325,47030.72,5.840935882322791,144.7099076923077
12749.0,4,9,6328.49,8.247648375610378,703.1655555555556
12750.0,129,1,275.88,0.0,275.88
12751.0,445,1,268.27,0.0,268.27
12752.0,82,1,4366.780000000001,0.0,4366.780000000001
12753.0,4,6,21024.01,1.8917010703524462,3504.0016666666666
12754.0,236,3,3010.7400000000002,0.0,1003.58
12755.0,250,11,2629.499999999999,49.78286028577649,239.04545454545448
12756.0,87,1,112.08000000000001,0.0,112.08000000000001
12757.0,16,9,4217.75,0.3543795404878625,468.6388888888889
12758.0,117,7,9779.0,1.2545389185761429,1397.0
12759.0,53,8,5020.74,0.0,627.5925
12760.0,456,1,347.8,0.0,347.8
12761.0,465,1,757.9499999999999,0.0,757.9499999999999
12762.0,8,2,1898.5200000000004,0.0,949.2600000000002
12763.0,139,2,494.08000000000004,0.0,247.04000000000002
12764.0,317,1,1693.88,0.0,1693.88
12765.0,473,6,1404.58,0.0,234.09666666666666
12766.0,4,9,8877.14,0.46922353315790233,986.3488888888888
12767.0,376,1,949.82,0.0,949.82
12768.0,432,1,2.1316282072803006e-14,99.99999999999999,2.1316282072803006e-14
12769.0,239,1,1143.6,0.0,1143.6
12770.0,211,2,2981.45,8.162762402008347,1490.725
12771.0,465,1,262.5,7.0138150903294365,262.5
12772.0,60,1,892.4700000000001,0.0,892.4700000000001
12773.0,565,1,-1.7763568394002505e-15,100.0,-1.7763568394002505e-15
12774.0,536,1,98.7,0.0,98.7
12775.0,18,7,1651.3200000000002,2.0639100419898937,235.90285714285716
12776.0,668,1,55.5,0.0,55.5
12777.0,458,1,519.45,0.0,519.45
12778.0,20,9,1757.6799999999998,1.0136961614705353,195.29777777777775
12779.0,22,14,6158.6,4.873411171574161,439.90000000000003
12780.0,599,1,337.3999999999999,0.0,337.3999999999999
12781.0,22,2,707.7200000000001,14.39630355371701,353.86000000000007
12782.0,5,11,4526.04,1.9964315410199553,411.4581818181818
12783.0,3,4,1603.87,0.0,400.9675
12784.0,10,3,1763.15,0.0,587.7166666666667
12785.0,3,3,1079.31,1.9165757906215923,359.77
12786.0,610,1,728.5000000000001,0.0,728.5000000000001
12787.0,10,4,859.18,0.3479551833723817,214.795
12788.0,464,4,444.9,0.0,111.225
12789.0,66,3,273.35,0.0,91.11666666666667
12790.0,193,2,563.45,4.79851313677452,281.725
12791.0,374,5,731.83,0.0,146.366
12792.0,257,2,813.88,1.5876470659363253,406.94
12793.0,335,3,885.5299999999999,0.0,295.1766666666666
12794.0,54,2,860.41,0.0,430.205
12795.0,19,1,430.48,0.0,430.48
12796.0,629,1,381.0,0.0,381.0
12797.0,361,2,471.42999999999995,14.608390088392987,235.71499999999997
12798.0,11,4,8510.93,0.0,2127.7325
12799.0,530,1,219.35000000000002,0.0,219.35000000000002
12800.0,471,3,584.25,0.0,194.75
12801.0,478,1,1031.8700000000001,3.727304957922039,1031.8700000000001
12802.0,184,5,2330.42,2.754108211415361,466.084
12803.0,394,1,1092.8100000000002,0.0,1092.8100000000002
12804.0,466,2,325.37,0.0,162.685
12805.0,382,4,1434.9499999999998,0.0,358.73749999999995
12806.0,436,3,2858.96,0.0,952.9866666666667
12807.0,383,1,269.95,18.283638565158164,269.95
12808.0,37,5,776.7,0.0,155.34
12809.0,169,3,1705.3400000000001,2.8816474367005704,568.4466666666667
12810.0,535,2,534.99,0.0,267.495
12811.0,261,5,1033.9,0.0,206.78000000000003
12812.0,45,1,229.64,0.0,229.64
12813.0,502,3,1687.8,0.0,562.6
12814.0,102,1,125.92,0.0,125.92
12815.0,148,2,1063.46,0.0,531.73
12816.0,96,2,572.2,0.0,286.1
12817.0,282,3,690.98,0.0,230.32666666666668
12818.0,179,1,1517.88,1.5693089852666529,1517.88
12819.0,459,1,540.52,0.0,540.52
12820.0,4,11,2647.9400000000005,1.5460007733722,240.72181818181824
12821.0,215,2,220.79999999999998,0.0,110.39999999999999
12822.0,71,2,918.9800000000001,3.151083382514121,459.49000000000007
12823.0,75,18,6501.5,0.0,361.19444444444446
12824.0,60,1,397.11999999999995,0.0,397.11999999999995
12825.0,522,2,518.63,0.0,259.315
12826.0,3,12,2773.6899999999996,0.9661697759528698,231.1408333333333
12827.0,6,3,430.15,0.0,143.38333333333333
12828.0,3,6,1018.71,0.0,169.785
12829.0,323,3,345.35,10.368543991694784,115.11666666666667
12830.0,38,6,6814.640000000001,0.0,1135.7733333333335
12831.0,263,3,451.11,0.0,150.37
12832.0,33,2,383.03000000000003,0.0,191.51500000000001
12833.0,146,1,417.38,0.0,417.38
12834.0,283,1,312.38,0.0,312.38
12835.0,419,41,5972.1900000000005,0.41088375024804774,145.66317073170734
12836.0,60,15,6520.58,0.5968233448632795,434.70533333333333
12837.0,174,2,662.6600000000001,0.0,331.33000000000004
12838.0,34,10,2953.46,0.7543910938166815,295.346
12839.0,3,26,9525.22,1.488242983849616,366.3546153846154
12840.0,144,7,4013.87,0.695205555706747,573.41
12841.0,5,40,6808.0,2.1586042367278893,170.2
12842.0,71,4,1917.9900000000002,0.0,479.49750000000006
12843.0,66,29,6238.57,3.746121576148253,215.12310344827586
12844.0,30,4,648.6000000000001,0.0,162.15000000000003
12845.0,268,4,354.09,0.0,88.5225
12846.0,683,1,15.58,0.0,15.58
12847.0,23,2,1609.0000000000002,0.0,804.5000000000001
12848.0,676,1,208.0,0.0,208.0
12849.0,32,6,3015.98,0.0,502.66333333333336
12850.0,446,1,330.0,0.0,330.0
12851.0,97,2,280.76000000000005,0.0,140.38000000000002
12852.0,291,1,299.75000000000006,3.787514042689777,299.75000000000006
12853.0,108,11,3728.5,4.580934101087652,338.95454545454544
