payed_amount,refund_amount,pourcentage
6797.41,-108.7,1.5991384953975116
2021.2,-4.25,0.21027112606372453
503.01,0.0,0.0
600.3900000000001,0.0,0.0
1098.6000000000001,-5.0,0.45512470416894224
4173.35,-54.0,1.293924545029772
2622.39,-10.2,0.38895816411746537
3340.0299999999997,-50.25,1.5044775046930718
1741.4099999999999,-60.6,3.4799386703877895
1345.21,-33.800000000000004,2.512618847614871
825.8,-117.43,14.220150157423106
7405.26,-79.26,1.0703202858508682
6204.41,-50.4,0.8123254265917308
256.4,0.0,0.0
10432.220000000001,-138.56,1.3281928486937582
5059.319999999999,0.0,0.0
16794.14,0.0,0.0
1103.4300000000003,-40.949999999999996,3.711155216008264
13925.93,0.0,0.0
509.01000000000005,0.0,0.0
12683.400000000001,-288.54999999999995,2.2750208934512823
2906.8500000000004,0.0,0.0
1142.88,-53.699999999999996,4.698656026879462
859.1999999999999,-91.05000000000001,10.597067039106149
173.55,0.0,0.0
172.06,0.0,0.0
485.31,0.0,0.0
5005.46,0.0,0.0
434.98,-8.5,1.9541128327739206
1002.3100000000001,0.0,0.0
476.49,0.0,0.0
449.4500000000001,0.0,0.0
4835.889999999999,0.0,0.0
688.2,-21.25,3.087765184539378
12669.880000000001,-123.35,0.973568810438615
430.57,-2.0,0.4645005457881413
707.0899999999999,0.0,0.0
16679.78,-12387.07,74.26398909338133
5879.95,0.0,0.0
3181.04,-27.15,0.8534944546437643
2995.91,-523.5999999999999,17.477160528854338
1777.4899999999998,0.0,0.0
454.3599999999999,0.0,0.0
326.65,0.0,0.0
826.88,0.0,0.0
1189.5900000000001,-65.58,5.512823745996519
1344.7800000000002,-41.15,3.0599800710896945
1212.05,0.0,0.0
742.19,-8.299999999999999,1.118312022527924
56.73,0.0,0.0
132.8,-132.8,100.0
3670.74,-46.190000000000005,1.2583293831761446
3070.54,0.0,0.0
211.95,0.0,0.0
39828.19,-1998.1799999999996,5.016999266097705
16249.289999999999,-801.6000000000001,4.933138617133427
2873.73,-76.46000000000001,2.6606535756664687
12372.75,-424.0,3.4268856963892427
1149.64,0.0,0.0
14083.91,-399.78999999999996,2.8386293294972775
20276.37,-102.72999999999999,0.5066488725546041
680.9900000000001,0.0,0.0
527.2,-49.9,9.465098634294385
5464.85,-29.75,0.5443882265752948
12185.510000000002,-144.36,1.1846857456109756
21941.72,0.0,0.0
5097.18,-273.71000000000004,5.369831946291872
6354.1,-66.3,1.0434207834311704
708.1000000000001,0.0,0.0
1037.2800000000002,0.0,0.0
285.29999999999995,-25.5,8.93796004206099
1298.6600000000003,0.0,0.0
334.92999999999995,0.0,0.0
9823.64,-5.0,0.05089763061349968
460.40000000000003,0.0,0.0
715.21,0.0,0.0
433.74,-16.95,3.9078710748374603
1815.2699999999998,-129.35000000000002,7.125661747288284
357.4,-34.0,9.513150531617237
45.339999999999996,0.0,0.0
6248.5,-36.75,0.5881411538769304
403.7,0.0,0.0
393.71999999999997,0.0,0.0
5955.21,-82.9,1.3920583824919692
2169.3900000000003,-79.71000000000001,3.674304758480494
3723.87,0.0,0.0
1126.0,0.0,0.0
779.0500000000001,-368.04999999999995,47.24343752005647
955.1999999999999,-42.7,4.470268006700167
73.50000000000001,0.0,0.0
1844.06,-46.75,2.5351669685368154
397.88,0.0,0.0
176.5,0.0,0.0
3767.0299999999997,-413.7,10.982126502841762
3084.0200000000004,-18.25,0.591760105317086
132.18,0.0,0.0
612.2900000000001,-25.5,4.164693200934197
1597.7600000000002,0.0,0.0
383.70000000000005,0.0,0.0
2648.6200000000003,0.0,0.0
2481.6,-37.949999999999996,1.529255319148936
2056.89,0.0,0.0
716.5400000000001,-31.35,4.375191894381332
2634.26,-51.75,1.9644985688580472
599.68,0.0,0.0
192.72000000000003,0.0,0.0
4352.35,-151.30000000000004,3.4762829276138185
11126.11,-34.75,0.3123283879091614
973.7300000000001,-138.54999999999998,14.228790321752433
1316.6600000000003,0.0,0.0
735.51,0.0,0.0
1933.4800000000002,-11.2,0.5792664004799635
316.47999999999996,-4.7,1.4850859453993934
3759.26,-69.4,1.8461080106191115
1933.2,-34.15,1.766501138009518
349.83000000000004,0.0,0.0
1367.89,-217.89999999999998,15.929643465483332
1089.18,0.0,0.0
716.35,0.0,0.0
4279.71,-128.45,3.001371588261821
732.94,0.0,0.0
640.4499999999999,0.0,0.0
11214.75,0.0,0.0
22254.489999999998,-147.2,0.6614395566917057
981.1800000000002,0.0,0.0
481.88,-58.5,12.139951855233669
980.25,0.0,0.0
372.70000000000005,-17.0,4.561309364099811
1000.39,0.0,0.0
1161.5,-20.0,1.7219113215669393
383.5799999999999,0.0,0.0
95.19999999999999,0.0,0.0
1575.6799999999998,0.0,0.0
964.83,0.0,0.0
168.0,0.0,0.0
437.82,0.0,0.0
4608.75,-59.929999999999986,1.3003525901817192
468.5,0.0,0.0
129.23,0.0,0.0
599.56,0.0,0.0
18096.14,0.0,0.0
269.96000000000004,-269.96000000000004,100.0
561.7099999999999,-25.5,4.539709102561821
2134.01,-32.62,1.5285776542752842
238.85,0.0,0.0
4966.92,0.0,0.0
249.24,0.0,0.0
456.90000000000003,0.0,0.0
145.92000000000002,-14.75,10.108278508771928
351.65,-4.95,1.407649651642258
11767.48,-316.04,2.685706710357698
70.0,0.0,0.0
4124.6900000000005,-59.7,1.4473815001854684
77.52,0.0,0.0
519.61,0.0,0.0
1020.42,-15.7,1.5385821524470318
717.4100000000002,0.0,0.0
218.45000000000002,0.0,0.0
622.8199999999999,0.0,0.0
2142.72,-58.85,2.746509109916368
1613.15,-62.400000000000006,3.8682081641508854
4642.450000000001,-70.0,1.5078245323051405
440.41999999999996,-29.7,6.7435629626265845
1052.9,0.0,0.0
197.70999999999998,0.0,0.0
1980.4,0.0,0.0
13591.58,-102.53999999999999,0.7544376739128196
2338.1500000000005,-444.2,18.99792571049761
2040.0999999999997,-57.28999999999999,2.8081956766825154
2062.67,-17.0,0.8241744922842723
144.0,0.0,0.0
958.7800000000001,-19.8,2.0651244289618056
3639.91,-545.74,14.993227854534865
9864.26,-10.78,0.10928341304872337
1338.95,0.0,0.0
1867.6399999999999,0.0,0.0
418.0999999999999,0.0,0.0
5090.110000000001,-45.599999999999994,0.895854902939229
299.02000000000004,0.0,0.0
618.27,0.0,0.0
3811.2199999999993,-128.09,3.360866074380383
4534.09,-119.41999999999999,2.6338250894887394
2296.7199999999993,0.0,0.0
4967.42,-83.2,1.6749137379162624
681.26,-7.5,1.1009012711740012
153.12,0.0,0.0
739.1999999999999,0.0,0.0
254.17999999999998,0.0,0.0
1232.95,-7.5,0.6082971734458007
21.0,0.0,0.0
1579.51,-1579.5100000000002,100.00000000000001
415.78999999999996,0.0,0.0
3435.8600000000006,-18.0,0.5238863050298905
2099.54,-41.55,1.9790049248883088
1193.32,0.0,0.0
704.04,-60.45,8.5861598772797
6817.37,-243.55,3.5724920313845367
315.59999999999997,0.0,0.0
5740.9800000000005,-176.10000000000002,3.0674205449243863
1131.1,-85.75,7.581115728052339
352.97999999999996,0.0,0.0
177.31,0.0,0.0
3391.7,-36.75,1.0835274346198072
1339.41,0.0,0.0
24311.199999999997,-196.5,0.8082694395998553
180.09999999999997,0.0,0.0
3747.84,-108.0,2.8816598360655736
641.13,0.0,0.0
5164.879999999999,-69.49999999999999,1.3456266166880932
6620.48,-232.13000000000002,3.506241239305912
4478.530000000001,0.0,0.0
786.4599999999999,-16.85,2.142512015868576
1558.2199999999998,0.0,0.0
1270.88,0.0,0.0
3481.5699999999997,-29.299999999999997,0.8415743472054273
804.88,-66.0,8.199980121260312
5678.16,-82.95,1.4608605604632487
490.0,0.0,0.0
2930.4100000000003,0.0,0.0
141.0,0.0,0.0
8283.81,-68.65,0.8287249466127303
921.49,0.0,0.0
1312.37,0.0,0.0
1174.58,0.0,0.0
185.9,0.0,0.0
1013.26,0.0,0.0
8304.82,-469.52,5.653584304054754
1918.49,-102.95,5.366199458949486
3539.3,-40.199999999999996,1.1358178170824738
1346.97,0.0,0.0
16955.55,-241.56,1.4246662597202686
1112.0,-15.0,1.3489208633093526
2294.65,-36.15,1.5754036563310307
314.44,0.0,0.0
377.75,-12.45,3.2958305757776305
1017.03,-5.45,0.5358740646785247
4160.83,0.0,0.0
601.9799999999999,0.0,0.0
261.35,0.0,0.0
6407.83,-87.05000000000001,1.3584942172311065
1643.18,-491.12,29.888387151742354
686.05,0.0,0.0
91.68,0.0,0.0
245.10000000000002,0.0,0.0
162.00000000000003,0.0,0.0
6726.540000000001,-38.849999999999994,0.5775629075274954
239.4,-35.400000000000006,14.786967418546368
6070.040000000001,-18.0,0.296538408313619
313.6,-12.149999999999999,3.874362244897958
1248.42,-227.44,18.218227839989748
620.1300000000001,0.0,0.0
11383.029999999999,-63.970000000000006,0.5619769077301915
1607.73,0.0,0.0
3760.29,-9.9,0.2632775663579139
2622.481,0.0,0.0
437.04999999999995,-26.55,6.074819814666514
1230.02,0.0,0.0
1970.6000000000001,-48.34,2.4530599817314522
957.25,-23.7,2.4758422564638285
2843.09,-70.0,2.462109887481578
395.1,-5.8,1.4679827891672994
34281.18000000001,-430.05,1.2544784047690305
1113.02,-54.349999999999994,4.883110815618767
880.8100000000002,0.0,0.0
29834.760000000002,-316.52000000000004,1.0609101598269939
22950.22,-88.1,0.38387431580176573
11633.7,-278.18,2.3911567257192465
2253.6299999999997,0.0,0.0
2863.08,0.0,0.0
89.14,0.0,0.0
2138.9099999999994,0.0,0.0
4873.8099999999995,0.0,0.0
1247.61,0.0,0.0
389.01,0.0,0.0
1170.4,0.0,0.0
110.95,0.0,0.0
1703.0200000000002,-62.60000000000001,3.6758229498185577
1843.35,-3.9,0.2115713239482464
1407.12,0.0,0.0
851.91,-50.76,5.9583758847765615
957.5899999999999,-18.57,1.9392433087229402
339.75,0.0,0.0
638.11,0.0,0.0
4939.99,-72.0,1.4574928289328521
2446.41,0.0,0.0
219.0,0.0,0.0
1006.53,-114.35,11.360813885328803
2340.8399999999997,-120.0,5.126364894653202
11762.100000000002,-208.1,1.7692418870779874
0.0,-91.89,inf
603.42,0.0,0.0
5117.66,-195.94000000000003,3.828702961900557
30291.76,-779.0799999999999,2.571920548690469
1149.0200000000002,-18.45,1.6057161755234892
1339.0499999999997,0.0,0.0
6723.03,-201.25,2.9934419450753604
848.5500000000001,0.0,0.0
14093.710000000001,0.0,0.0
343.35999999999996,0.0,0.0
1053.4900000000002,0.0,0.0
1308.91,-50.0,3.8199723434002335
238.25,0.0,0.0
644.95,-36.85000000000001,5.713621210946586
7787.28,-212.79,2.7325330539032886
4013.08,-79.25,1.9747924287579615
997.6300000000001,-93.3,9.35216463017351
725.07,0.0,0.0
2317.52,0.0,0.0
2266.7599999999998,0.0,0.0
4014.6,0.0,0.0
5679.53,-33.0,0.5810339940100677
1070.17,0.0,0.0
453.01000000000005,0.0,0.0
829.2500000000001,0.0,0.0
25775.71,-102.5,0.3976612089443899
236.26000000000005,0.0,0.0
2424.02,-98.05000000000001,4.0449336226598795
639.65,0.0,0.0
779.57,0.0,0.0
234.00000000000003,0.0,0.0
100.0,0.0,0.0
155.35,0.0,0.0
2473.73,0.0,0.0
427.59999999999997,0.0,0.0
406.07,0.0,0.0
1201.5200000000002,-16.5,1.373260536653572
540.13,0.0,0.0
13158.16,0.0,0.0
925.4100000000001,0.0,0.0
254.55,-23.700000000000003,9.31054802592811
8898.48,-111.95,1.2580800316458542
49948.16,-2917.4399999999996,5.840935882322791
6897.360000000001,-568.87,8.247648375610378
275.88,0.0,0.0
268.27,0.0,0.0
4366.780000000001,0.0,0.0
21429.39,-405.38000000000005,1.8917010703524462
3010.7400000000002,0.0,0.0
5236.259999999999,-2606.7599999999998,49.78286028577649
112.08000000000001,0.0,0.0
4232.75,-15.0,0.3543795404878625
9903.24,-124.24000000000001,1.2545389185761429
5020.74,0.0,0.0
347.8,0.0,0.0
757.9499999999999,0.0,0.0
1898.5200000000004,0.0,0.0
494.08000000000004,0.0,0.0
1693.88,0.0,0.0
1404.58,0.0,0.0
8918.99,-41.849999999999994,0.46922353315790233
949.82,0.0,0.0
168.69000000000003,-168.69,99.99999999999999
1143.6,0.0,0.0
3246.45,-265.0,8.162762402008347
282.3,-19.8,7.0138150903294365
892.4700000000001,0.0,0.0
124.25,-124.25,100.0
98.7,0.0,0.0
1686.1200000000001,-34.8,2.0639100419898937
55.5,0.0,0.0
519.45,0.0,0.0
1775.6799999999998,-18.0,1.0136961614705353
6474.11,-315.50999999999993,4.873411171574161
337.3999999999999,0.0,0.0
826.74,-119.02,14.39630355371701
4618.24,-92.19999999999999,1.9964315410199553
1603.87,0.0,0.0
1763.15,0.0,0.0
1100.4,-21.090000000000003,1.9165757906215923
728.5000000000001,0.0,0.0
862.1799999999998,-3.0,0.3479551833723817
444.9,0.0,0.0
273.35,0.0,0.0
591.85,-28.4,4.79851313677452
731.83,0.0,0.0
827.0099999999998,-13.13,1.5876470659363253
885.5299999999999,0.0,0.0
860.41,0.0,0.0
430.48,0.0,0.0
381.0,0.0,0.0
552.08,-80.65,14.608390088392987
8510.93,0.0,0.0
219.35000000000002,0.0,0.0
584.25,0.0,0.0
1071.8200000000002,-39.95,3.727304957922039
2396.42,-66.0,2.754108211415361
1092.8100000000002,0.0,0.0
325.37,0.0,0.0
1434.9499999999998,0.0,0.0
2858.96,0.0,0.0
330.35,-60.4,18.283638565158164
776.7,0.0,0.0
1755.94,-50.6,2.8816474367005704
534.99,0.0,0.0
1033.9,0.0,0.0
229.64,0.0,0.0
1687.8,0.0,0.0
125.92,0.0,0.0
1063.46,0.0,0.0
572.2,0.0,0.0
690.98,0.0,0.0
1542.08,-24.2,1.5693089852666529
540.52,0.0,0.0
2689.5200000000004,-41.58,1.5460007733722
220.79999999999998,0.0,0.0
948.8800000000002,-29.9,3.151083382514121
6501.5,0.0,0.0
397.11999999999995,0.0,0.0
518.63,0.0,0.0
2800.75,-27.06,0.9661697759528698
430.15,0.0,0.0
1018.71,0.0,0.0
385.3,-39.95,10.368543991694784
6814.640000000001,0.0,0.0
451.11,0.0,0.0
383.03000000000003,0.0,0.0
417.38,0.0,0.0
312.38,0.0,0.0
5996.83,-24.64,0.41088375024804774
6559.73,-39.15,0.5968233448632795
662.6600000000001,0.0,0.0
2975.91,-22.450000000000003,0.7543910938166815
9669.12,-143.9,1.488242983849616
4041.97,-28.1,0.695205555706747
6958.2,-150.2,2.1586042367278893
1917.9900000000002,0.0,0.0
6481.369999999999,-242.8,3.746121576148253
648.6000000000001,0.0,0.0
354.09,0.0,0.0
15.58,0.0,0.0
1609.0000000000002,0.0,0.0
208.0,0.0,0.0
3015.98,0.0,0.0
330.0,0.0,0.0
280.76000000000005,0.0,0.0
311.55,-11.8,3.787514042689777
3907.5,-179.0,4.580934101087652
2970.9700000000003,-71.64999999999999,2.4116702625741757
612.8400000000001,0.0,0.0
2170.7799999999997,-17.25,0.7946452427238136
3688.0,-3.75,0.10168112798264642
147.26999999999998,-26.19,17.78366266041964
575.0999999999999,0.0,0.0
54.22,0.0,0.0
68.25,0.0,0.0
984.6200000000001,0.0,0.0
2792.55,-17.0,0.6087626004905909
299.57,0.0,0.0
3323.4700000000003,-20.16,0.6065949143515662
1227.35,0.0,0.0
7829.26,-46.35,0.5920099728454541
2043.7600000000002,0.0,0.0
337.6700000000001,0.0,0.0
1676.9500000000003,-14.899999999999999,0.8885178448969853
744.02,0.0,0.0
3283.96,-7.15,0.21772494183851204
2027.3000000000002,0.0,0.0
948.42,-15.0,1.5815777819953185
1356.99,0.0,0.0
4081.7900000000004,-13.2,0.323387533410587
2942.1400000000003,0.0,0.0
854.99,-13.35,1.5614217710148657
573.22,-20.650000000000002,3.602456299501064
640.13,0.0,0.0
298.0,0.0,0.0
1463.0399999999997,0.0,0.0
703.47,0.0,0.0
309.05000000000007,0.0,0.0
1175.2199999999998,-16.95,1.4422831469852455
1378.3999999999999,-27.310000000000002,1.981282646546721
222.4,0.0,0.0
354.12,-40.349999999999994,11.39444256184344
385.46000000000004,-19.8,5.136719763399574
706.02,0.0,0.0
840.5,-21.0,2.498512790005949
263.38,0.0,0.0
176.54999999999998,0.0,0.0
157.35,0.0,0.0
372.8,-25.5,6.840128755364806
0.0,-29.75,inf
514.25,0.0,0.0
296.21000000000004,0.0,0.0
366.4,0.0,0.0
340.33000000000004,0.0,0.0
17654.539999999997,-1338.4,7.58105280568058
138.67999999999998,0.0,0.0
833.5300000000001,0.0,0.0
496.06,0.0,0.0
1018.42,-6.6,0.6480626853361089
2919.81,0.0,0.0
508.90999999999997,-68.55000000000001,13.469965219783461
1776.0,-390.0,21.95945945945946
3103.1900000000005,-68.42000000000002,2.2048279351248232
5796.52,-49.5,0.853960652253421
1651.7199999999998,0.0,0.0
1662.3,0.0,0.0
6283.24,0.0,0.0
223.98,0.0,0.0
975.0999999999999,-89.9,9.219567223874476
4479.73,-23.799999999999997,0.5312820192288374
4359.2,-29.700000000000003,0.6813176729675171
1335.19,-33.75,2.527730135785918
486.64,0.0,0.0
35233.240000000005,-1281.5900000000001,3.63744577563687
405.38,0.0,0.0
769.1700000000001,0.0,0.0
2461.4500000000003,-46.25,1.878973775620061
729.33,0.0,0.0
1523.59,0.0,0.0
197.31,0.0,0.0
4304.89,0.0,0.0
117.85,-12.75,10.818837505303351
415.8,-5.9,1.418951418951419
92347.34,-20800.369999999995,22.524059707621245
1698.56,0.0,0.0
1636.63,-59.75,3.6507946206534156
181.65,0.0,0.0
4243.860000000001,-61.85,1.4573996314675788
1063.8999999999999,-51.0,4.793683616881286
3097.61,0.0,0.0
114.13999999999999,0.0,0.0
25264.8,0.0,0.0
899.69,-37.25,4.140314997387989
377.49000000000007,0.0,0.0
675.6,0.0,0.0
496.5,-7.5,1.5105740181268883
604.5099999999999,0.0,0.0
900.1100000000001,0.0,0.0
324.45,0.0,0.0
1603.99,-196.69999999999996,12.263168722997024
2317.43,-11.25,0.48545155624981123
15526.7,-135.7,0.8739783727385727
1843.0,0.0,0.0
3213.7200000000003,-49.3,1.5340477701853303
1387.79,-4.95,0.3566822069621485
828.81,0.0,0.0
162.45,0.0,0.0
4757.160000000001,-22.9,0.4813796466799518
521.8900000000001,0.0,0.0
8706.970000000001,-78.55000000000001,0.9021508056189467
467.34,0.0,0.0
150.95,0.0,0.0
1322.0700000000004,0.0,0.0
211.99,0.0,0.0
266.39,0.0,0.0
3235.79,-73.20000000000002,2.2621987211778274
132.23999999999998,0.0,0.0
769.8100000000001,0.0,0.0
160.18,0.0,0.0
2938.52,-466.15000000000003,15.863427848032343
135.95,0.0,0.0
122.45,0.0,0.0
1452.54,0.0,0.0
15704.6,-490.04999999999995,3.120423315461711
1161.2,-45.25,3.896830864622804
385.55,0.0,0.0
408.94999999999993,0.0,0.0
2100.09,-106.1,5.052164431048193
3156.3799999999997,0.0,0.0
513.88,0.0,0.0
2502.8199999999997,-6.75,0.26969578315659937
517.7,-38.160000000000004,7.371064322966969
16245.779999999997,-336.39,2.0706300343843145
372.2199999999999,0.0,0.0
2744.81,-182.68999999999997,6.655834101449644
490.08000000000004,0.0,0.0
97.5,0.0,0.0
1239.3799999999999,-23.759999999999998,1.9170875760460877
2729.84,-731.5,26.796442282331565
1312.21,-13.7,1.0440402069790657
505.82000000000005,0.0,0.0
13551.75,-704.95,5.20191119228144
955.4999999999998,0.0,0.0
764.8199999999998,0.0,0.0
93.35000000000001,0.0,0.0
1259.63,-68.37,5.427784349372434
974.42,-72.2,7.409535929065496
211.32,-10.6,5.016089343176226
355.5,0.0,0.0
2110.91,-45.800000000000004,2.1696803748146536
920.0799999999999,-22.7,2.467176767237632
455.88,0.0,0.0
1032.5,-67.5,6.5375302663438255
24042.65,-36.05,0.14994187412785193
414.13000000000005,0.0,0.0
149.05,0.0,0.0
11650.849999999999,-506.86,4.350412201684856
999.68,-64.65,6.467069462227914
81.57,0.0,0.0
175.25,0.0,0.0
612.13,-68.85,11.247610801627104
234.0,0.0,0.0
330.12,0.0,0.0
50.550000000000004,0.0,0.0
2957.83,-376.54999999999995,12.730616702109314
11097.429999999998,-23.95,0.2158157339131673
5381.08,-160.25,2.9780267158265628
6579.78,-120.7,1.8344078373441057
789.8899999999999,0.0,0.0
204.0,0.0,0.0
9763.16,-20.35,0.20843661273604042
1229.95,-17.0,1.38217000691085
618.96,-12.0,1.9387359441644048
4887.24,-80.58,1.6487833623885875
65.3,0.0,0.0
1449.0299999999997,0.0,0.0
555.8699999999999,-20.45,3.6789177325633697
323.39,0.0,0.0
1733.08,-42.96,2.478823828097953
17239.2,-96.0,0.5568703884170959
661.3200000000002,-1.6400000000000001,0.2479888707433617
1927.2999999999997,0.0,0.0
752.4399999999999,0.0,0.0
3292.84,0.0,0.0
2815.96,-25.96,0.9218880950013494
220.54999999999998,0.0,0.0
756.82,0.0,0.0
1364.2,-35.25,2.583931974783756
307.1,0.0,0.0
3914.9500000000003,-72.4,1.8493211918415307
908.46,0.0,0.0
1010.7300000000001,0.0,0.0
676.99,0.0,0.0
799.1300000000001,0.0,0.0
1488.59,-33.75,2.267246185988083
516.4200000000001,-44.849999999999994,8.684791448820725
4848.05,-29.7,0.6126174441270201
808.92,0.0,0.0
949.25,0.0,0.0
8423.58,-313.49,3.7215768117593706
4049.13,-49.05,1.2113713316193848
1408.24,-24.1,1.7113560188604215
11877.29,-351.74999999999994,2.961534154676697
155.8,0.0,0.0
3118.4799999999996,0.0,0.0
127.65,0.0,0.0
0.0,-14.0,inf
2321.11,-28.6,1.2321690915122505
209.47999999999996,0.0,0.0
709.5899999999999,-181.34999999999997,25.557011795543904
271.4,0.0,0.0
2291.7700000000004,-30.55,1.3330308015202221
307.53000000000003,0.0,0.0
248.61,0.0,0.0
346.98,0.0,0.0
188.39999999999998,0.0,0.0
1666.8400000000004,0.0,0.0
1055.0500000000002,-4.95,0.4691720771527415
470.79999999999995,-39.9,8.474936278674598
508.5100000000001,0.0,0.0
344.0,0.0,0.0
9284.45,-925.6600000000001,9.970003608183577
751.6999999999999,-7.8,1.0376479978714914
129.22,0.0,0.0
177.14999999999998,0.0,0.0
418.08000000000004,0.0,0.0
1378.74,-15.9,1.153226859306323
919.6100000000001,0.0,0.0
135.4,0.0,0.0
2740.65,-24.5,0.8939485158630252
29018.06,-648.62,2.235228681724416
419.18,0.0,0.0
280.73,-19.9,7.088661703416093
56838.37,-877.0,1.5429717636167257
7335.75,-66.83,0.9110179599904576
395.43,0.0,0.0
122.39999999999999,-5.949999999999999,4.861111111111111
2433.28,-143.7,5.905608890057863
439.33,0.0,0.0
313.64,0.0,0.0
236.10999999999999,0.0,0.0
113416.91,-3523.67,3.106829484245339
13076.74,-331.81,2.537406111920861
1108.8000000000002,-2452.0400000000004,221.14357864357862
2140.28,-132.95,6.21180406301979
54144.25000000001,-869.9200000000001,1.6066710684883434
2209.4400000000005,-218.46000000000004,9.887573321746686
74.4,0.0,0.0
419.70000000000005,0.0,0.0
13015.36,-203.79999999999998,1.5658422049025151
28882.44,-223.56,0.7740343267397076
207.35999999999999,0.0,0.0
695.4,0.0,0.0
11380.1,-256.8,2.256570680398239
709.64,0.0,0.0
1709.1,0.0,0.0
72.0,0.0,0.0
603.46,-17.0,2.817088125144997
5253.070000000001,-143.45,2.730784093872725
748.4599999999999,0.0,0.0
1134.03,-26.45,2.3323897956844175
2957.4700000000003,-61.3,2.0727175592651825
321.88000000000005,0.0,0.0
20.6,-26.040000000000003,126.40776699029128
18230.07,-1979.98,10.861066359043054
234.38,0.0,0.0
5494.7,-115.25,2.097475749358473
501.14,-15.95,3.1827433451730056
2255.6600000000003,-1.7,0.07536596827536064
2415.41,-81.31,3.3663022012825983
134.9,0.0,0.0
30.599999999999998,0.0,0.0
283.72999999999996,-29.0,10.220984739012442
922.39,0.0,0.0
506.74999999999994,0.0,0.0
4641.66,0.0,0.0
148.62,0.0,0.0
3774.8100000000004,-95.78,2.537346250539762
259.16999999999996,0.0,0.0
263.5,0.0,0.0
233.25,0.0,0.0
64.0,0.0,0.0
3313.7700000000004,-34.0,1.0260217214833858
77.3,0.0,0.0
200.45,0.0,0.0
2475.23,-52.95,2.1391951455016303
3371.45,0.0,0.0
6274.56,-176.66,2.8154962260301915
7586.9400000000005,0.0,0.0
1274.0100000000002,-12.75,1.0007770739633126
8202.98,-9.15,0.1115448288304982
1054.92,0.0,0.0
7656.08,-131.95000000000002,1.7234668394269654
307.0899999999999,0.0,0.0
405.1,-5.9,1.4564305109849418
135.35,0.0,0.0
1128.52,-3.75,0.332293623506894
228.91,0.0,0.0
712.8000000000001,0.0,0.0
8488.32,-498.21,5.869359307848903
1676.0600000000002,0.0,0.0
449.96999999999997,-14.95,3.3224437184701205
2454.7100000000005,-69.05,2.8129595756728896
2146.38,-31.400000000000002,1.4629282792422589
486.22,0.0,0.0
1624.8400000000001,-15.55,0.9570173063193914
1370.48,0.0,0.0
1586.54,0.0,0.0
5687.36,-19.65,0.34550301018398694
1508.18,0.0,0.0
1429.3500000000001,-58.10000000000001,4.064784692342673
91.8,0.0,0.0
472.13,0.0,0.0
9275.490000000002,-158.55,1.709343657316217
17.65,-17.65,100.0
372.2,-74.74,20.080601826974743
1451.1599999999999,0.0,0.0
875.9300000000001,-2.5,0.2854109346637288
1113.15,0.0,0.0
1840.73,-9.05,0.49165276819522696
840.0799999999999,0.0,0.0
108.81,0.0,0.0
