customer_id,invoice_date,invoice,total_price
12543.0,449,1,980.25
12544.0,30,2,355.70000000000005
12545.0,76,2,1000.39
12546.0,47,3,1141.5
12547.0,198,3,383.5799999999999
12548.0,167,1,95.19999999999999
12549.0,576,6,1575.6799999999998
12550.0,80,1,964.83
12551.0,358,1,168.0
12552.0,39,2,437.82
12553.0,9,17,4548.82
12554.0,449,1,468.5
12555.0,683,1,129.23
12556.0,51,2,599.56
12557.0,17,8,18096.14
12558.0,2,2,2.6645352591003757e-14
12559.0,311,3,536.2099999999999
12560.0,6,4,2101.3900000000003
12561.0,303,1,238.85
12562.0,9,9,4966.92
12563.0,409,1,249.24
12564.0,262,1,456.90000000000003
12565.0,282,2,131.17000000000002
12566.0,73,2,346.7
12567.0,23,17,11451.44
12568.0,645,1,70.0
12569.0,3,35,4064.99
12570.0,683,1,77.52
12571.0,40,2,519.61
12572.0,9,3,1004.7199999999999
12573.0,228,5,717.4100000000002
12574.0,316,1,218.45000000000002
12575.0,458,2,622.8199999999999
12576.0,36,11,2083.87
12577.0,36,9,1554.6999999999998
12578.0,22,7,4572.450000000001
12579.0,74,3,410.71999999999997
12580.0,247,2,1052.9
12581.0,40,1,197.70999999999998
12582.0,239,4,1980.4
12583.0,3,31,13489.039999999999
12584.0,4,18,1893.9500000000003
12585.0,235,4,1982.81
12586.0,18,5,2045.67
12587.0,8,1,144.0
12588.0,40,5,938.98
12589.0,29,11,3094.17
12590.0,191,5,9853.480000000001
12591.0,318,3,1338.95
12592.0,93,8,1152.6199999999997
12593.0,109,3,418.0999999999999
12594.0,38,17,5044.51
12595.0,505,1,299.02000000000004
12596.0,52,2,618.27
12597.0,20,5,3683.13
12598.0,10,15,4414.67
12599.0,30,13,2296.7199999999993
12600.0,29,26,4879.290000000001
12601.0,190,7,673.7600000000001
12602.0,59,1,153.12
12603.0,22,1,739.1999999999999
12604.0,80,2,254.17999999999998
12605.0,366,5,1225.4499999999998
12606.0,683,1,21.0
12607.0,59,2,0.0
12608.0,405,1,415.78999999999996
12609.0,79,10,3417.86
12610.0,23,7,2057.9900000000002
12611.0,53,1,1193.32
12612.0,58,2,643.59
12613.0,32,13,6573.82
12614.0,278,1,315.59999999999997
12615.0,3,11,5564.88
12616.0,86,7,1045.3500000000001
12617.0,30,1,352.97999999999996
12618.0,22,1,177.31
12619.0,17,14,3354.95
12620.0,15,3,1339.41
12621.0,2,44,24114.7
12622.0,233,1,180.09999999999997
12623.0,277,9,3639.8399999999997
12624.0,107,2,641.13
12625.0,212,5,5095.38
12626.0,24,13,6388.35
12627.0,11,7,4478.530000000001
12628.0,5,4,769.61
12629.0,386,2,1558.2199999999998
12630.0,10,2,1270.88
12631.0,58,7,3452.2699999999995
12632.0,521,4,738.88
12633.0,59,10,5595.21
12634.0,536,2,490.0
12635.0,90,4,2930.4100000000003
12636.0,739,1,141.0
12637.0,68,14,8215.16
12638.0,34,2,921.49
12639.0,239,3,1312.37
12640.0,24,3,1174.58
12641.0,116,1,185.9
12642.0,26,3,1013.26
12643.0,129,14,7835.299999999998
12644.0,130,6,1815.54
12645.0,34,10,3499.1
12646.0,5,2,1346.97
12647.0,23,45,16713.989999999998
12648.0,155,5,1097.0
12649.0,108,10,2258.5
12650.0,4,1,314.44
12651.0,335,5,365.3
12652.0,323,3,1011.5799999999999
12653.0,149,3,4160.83
12654.0,11,5,601.9799999999999
12655.0,424,1,261.35
12656.0,18,12,6320.78
12657.0,12,5,1152.06
12658.0,19,1,686.05
12659.0,30,1,91.68
12660.0,12,1,245.10000000000002
12661.0,437,1,162.00000000000003
12662.0,1,22,6687.6900000000005
12663.0,625,3,204.0
12664.0,9,12,6052.04
12665.0,325,5,301.45
12666.0,360,2,1020.98
12667.0,59,1,620.1300000000001
12668.0,8,12,11319.060000000001
12669.0,151,4,1607.73
12670.0,11,8,3750.39
12671.0,607,1,2622.481
12672.0,330,3,410.5
12673.0,6,3,1230.02
12674.0,12,7,1922.26
12675.0,554,4,933.5500000000001
12676.0,25,12,2773.0899999999997
12677.0,556,3,389.3
12678.0,43,23,33851.13
12679.0,53,9,1058.67
12680.0,1,4,880.8100000000002
12681.0,15,56,29518.239999999998
12682.0,4,53,22862.120000000003
12683.0,5,27,11355.52
12684.0,8,7,2283.63
12685.0,29,6,2863.08
12686.0,372,1,89.14
12687.0,481,2,2138.9099999999994
12688.0,114,1,4873.8099999999995
12689.0,26,2,1247.61
12690.0,206,1,389.01
12691.0,29,7,1170.4
12692.0,638,1,110.95
12693.0,121,11,1640.4199999999998
12694.0,71,4,1839.45
12695.0,8,7,1407.12
12696.0,435,3,801.1500000000001
12697.0,22,5,939.02
12698.0,591,1,339.75
12699.0,418,1,638.11
12700.0,8,6,4867.99
12701.0,80,6,2446.41
12702.0,20,1,219.0
12703.0,65,7,892.1800000000001
12704.0,8,10,2220.8399999999997
12705.0,16,22,11554.0
12706.0,683,1,-91.89
12707.0,292,1,603.42
12708.0,30,30,4921.72
12709.0,4,55,29511.030000000002
12710.0,97,4,1130.5700000000002
12711.0,612,2,1339.0499999999997
12712.0,23,28,6521.78
12713.0,1,1,848.5500000000001
12714.0,10,12,14093.710000000001
12715.0,107,1,343.35999999999996
12716.0,4,2,1053.4900000000002
12717.0,152,4,1258.9099999999999
12718.0,72,1,238.25
12719.0,6,3,608.1
12720.0,3,41,7574.490000000001
12721.0,32,10,3933.83
12722.0,86,6,904.3299999999999
12723.0,4,5,725.07
12724.0,6,7,2317.52
12725.0,372,4,2266.7599999999998
12726.0,29,11,4014.6
12727.0,11,12,5646.53
12728.0,72,5,1070.17
12729.0,114,1,453.01000000000005
12730.0,522,1,829.2500000000001
12731.0,24,19,25673.21
12732.0,180,1,236.26000000000005
12733.0,235,6,2326.8199999999997
12734.0,353,3,639.65
12735.0,316,2,779.57
12736.0,333,1,234.00000000000003
12737.0,499,2,3710.5
12738.0,373,1,155.35
12739.0,79,4,2726.7299999999996
12740.0,64,1,427.59999999999997
12741.0,530,2,406.07
12742.0,600,2,1185.0200000000002
12743.0,135,2,540.13
12744.0,52,14,13158.16
12745.0,487,3,925.4100000000001
12746.0,528,3,230.84999999999997
12747.0,3,32,8786.53
12748.0,1,365,46933.33
12749.0,4,16,6328.49
12750.0,129,1,275.88
12751.0,445,1,268.27
12752.0,82,1,4366.780000000001
12753.0,4,11,21024.01
12754.0,236,5,2949.12
12755.0,250,22,2611.949999999999
12756.0,87,1,112.08000000000001
12757.0,16,19,4205.25
12758.0,117,8,9779.0
12759.0,53,8,5020.74
12760.0,456,1,347.8
12761.0,458,2,782.9499999999999
12762.0,8,2,1898.5200000000004
12763.0,139,2,494.08000000000004
12764.0,317,1,1693.88
12765.0,473,6,1404.58
12766.0,4,11,8877.14
12767.0,376,1,949.82
12768.0,432,2,2.1316282072803006e-14
12769.0,239,1,1143.6
12770.0,211,7,2975.95
12771.0,465,2,262.5
12772.0,60,1,892.4700000000001
12773.0,565,2,-1.7763568394002505e-15
12774.0,536,1,98.7
12775.0,18,8,1651.3200000000002
12776.0,668,1,55.5
12777.0,458,1,519.45
12778.0,20,10,1757.6799999999998
12779.0,22,21,6158.6
12780.0,599,1,337.3999999999999
12781.0,22,5,707.7200000000001
12782.0,5,14,4526.04
12783.0,3,8,1603.87
12784.0,10,3,1763.15
12785.0,3,5,1079.31
12786.0,610,1,728.5000000000001
12787.0,10,5,859.18
12788.0,464,4,444.9
12789.0,66,3,273.35
12790.0,193,3,563.45
12791.0,374,8,585.1500000000001
12792.0,257,3,813.88
12793.0,335,3,885.5299999999999
12794.0,54,2,860.41
12795.0,19,1,430.48
12796.0,629,1,381.0
12797.0,361,6,471.42999999999995
12798.0,11,4,8510.93
12799.0,530,1,219.35000000000002
12800.0,471,3,584.25
12801.0,478,2,1031.8700000000001
12802.0,184,9,2350.42
12803.0,394,1,1092.8100000000002
12804.0,466,2,325.37
12805.0,382,4,1434.9499999999998
12806.0,436,4,2878.96
12807.0,383,3,269.95
12808.0,37,5,776.7
12809.0,169,8,1705.3400000000001
12810.0,535,2,534.99
12811.0,261,5,1033.9
12812.0,45,1,229.64
12813.0,502,3,1687.8
12814.0,102,1,125.92
12815.0,148,2,1063.46
12816.0,96,2,572.2
12817.0,282,3,690.98
12818.0,179,2,1517.88
12819.0,459,1,540.52
12820.0,4,13,2647.9400000000005
12821.0,215,2,220.79999999999998
12822.0,71,3,918.9800000000001
12823.0,75,18,6501.5
12824.0,60,1,397.11999999999995
12825.0,522,2,518.63
12826.0,3,15,2773.6899999999996
12827.0,6,3,430.15
12828.0,3,6,1018.71
12829.0,323,4,345.35
12830.0,38,7,6748.400000000001
12831.0,263,3,451.11
12832.0,33,2,383.03000000000003
12833.0,146,1,417.38
12834.0,283,1,312.38
12835.0,419,49,5972.1900000000005
12836.0,60,17,6520.58
12837.0,174,2,662.6600000000001
12838.0,34,12,2953.46
12839.0,3,31,9525.22
12840.0,144,11,4013.87
12841.0,5,42,6808.0
12842.0,71,4,1917.9900000000002
12843.0,66,34,6340.5599999999995
12844.0,30,4,648.6000000000001
12845.0,268,4,354.09
12846.0,683,1,15.58
12847.0,23,2,1609.0000000000002
12848.0,676,1,208.0
12849.0,32,6,3042.47
12850.0,446,1,330.0
12851.0,97,2,280.76000000000005
12852.0,291,2,299.75000000000006
12853.0,108,16,3728.5
12854.0,79,11,2899.32
12855.0,373,4,612.8400000000001
12856.0,8,8,2153.5299999999997
12857.0,211,7,3684.25
12858.0,384,2,121.08
12859.0,459,1,575.0999999999999
12860.0,694,1,54.22
12861.0,620,1,68.25
12862.0,426,2,984.6200000000001
12863.0,53,7,2775.55
12864.0,139,2,299.57
12865.0,27,5,3303.3100000000004
12866.0,284,3,1227.35
12867.0,27,16,7778.66
12868.0,186,8,2043.7600000000002
12869.0,682,1,337.6700000000001
12870.0,367,4,1662.0500000000002
12871.0,85,3,744.02
12872.0,327,13,3276.8100000000004
12873.0,283,3,2027.3000000000002
12874.0,386,3,933.42
12875.0,144,5,1356.99
12876.0,58,5,4068.590000000001
12877.0,4,20,2942.1400000000003
12878.0,19,3,841.64
12879.0,45,4,552.57
12880.0,382,2,640.13
12881.0,276,1,298.0
12882.0,10,2,1463.0399999999997
12883.0,25,4,703.47
12884.0,89,1,309.05000000000007
12885.0,64,4,1158.27
12886.0,68,3,1351.09
12887.0,384,1,222.4
12888.0,215,4,313.77
12889.0,382,6,365.6600000000001
12890.0,25,2,706.02
12891.0,186,12,819.5
12892.0,397,1,263.38
12893.0,31,1,176.54999999999998
12894.0,576,1,157.35
12895.0,43,3,347.3
12896.0,731,1,-29.75
12897.0,205,4,514.25
12898.0,464,2,296.21000000000004
12899.0,414,1,366.4
12900.0,423,1,340.33000000000004
12901.0,9,36,16293.1
12902.0,265,1,138.67999999999998
12903.0,429,1,833.5300000000001
12904.0,19,2,496.06
12905.0,577,3,1011.8199999999999
12906.0,12,5,2919.81
12907.0,396,3,440.35999999999996
12908.0,59,7,1272.0
12909.0,40,13,3034.7700000000004
12910.0,24,14,5747.02
12911.0,552,1,1651.7199999999998
12912.0,3,5,1662.3
12913.0,5,13,6283.24
12914.0,401,1,223.98
12915.0,149,8,885.1999999999999
12916.0,139,8,4455.929999999999
12917.0,129,8,4329.5
12918.0,627,3,-10953.5
12919.0,9,8,1301.44
12920.0,18,4,486.64
12921.0,4,103,33951.65
12922.0,162,1,405.38
12923.0,65,3,770.4200000000001
12924.0,89,14,2423.15
12925.0,5,3,729.33
12926.0,412,4,1523.97
12927.0,395,1,197.31
12928.0,36,12,4304.89
12929.0,123,2,105.1
12930.0,79,4,409.9
12931.0,22,71,71299.67
12932.0,540,8,1698.56
12933.0,25,11,1576.88
12934.0,737,1,181.65
12935.0,3,19,4182.01
12936.0,18,5,1012.9000000000001
12937.0,16,9,3097.61
12938.0,26,1,114.13999999999999
12939.0,65,20,25264.8
12940.0,47,4,862.4399999999999
12941.0,725,1,377.49000000000007
12942.0,132,3,675.6
12943.0,302,4,489.0
12944.0,36,2,604.5099999999999
12945.0,289,2,900.1100000000001
12946.0,437,1,324.45
12947.0,144,11,1407.2900000000002
12948.0,17,10,2306.18
12949.0,31,28,15391.0
12950.0,3,3,1843.0
12951.0,9,20,3164.42
12952.0,6,5,1382.8400000000001
12953.0,10,2,828.81
12954.0,639,1,162.45
12955.0,2,14,4734.26
12956.0,307,4,521.8900000000001
12957.0,5,21,8628.42
12958.0,401,2,467.34
12959.0,485,2,133.35
12960.0,414,4,1322.0700000000004
12961.0,380,1,211.99
12962.0,8,2,266.39
12963.0,9,14,3146.99
12964.0,438,1,132.23999999999998
12965.0,90,1,769.8100000000001
12966.0,10,1,160.18
12967.0,4,5,2472.3700000000003
12968.0,113,1,135.95
12969.0,603,1,122.45
12970.0,8,10,1453.6
12971.0,4,120,15214.55
12972.0,414,6,1115.95
12973.0,414,1,385.55
12974.0,198,2,408.94999999999993
12975.0,431,8,1993.9899999999998
12976.0,212,8,3156.3799999999997
12977.0,157,4,513.88
12978.0,386,6,2496.07
12979.0,730,2,479.54
12980.0,156,26,15909.390000000001
12981.0,30,2,372.2199999999999
12982.0,240,17,2562.12
12983.0,599,1,490.08000000000004
12984.0,19,1,97.5
12985.0,1,3,1215.6200000000001
12986.0,403,12,1998.3400000000001
12987.0,74,6,1298.51
12988.0,293,1,505.82000000000005
12989.0,4,39,12846.800000000001
12990.0,32,7,955.4999999999998
12991.0,24,3,764.8199999999998
12992.0,726,1,93.35000000000001
12993.0,24,10,1191.26
12994.0,5,5,902.2199999999999
12995.0,78,2,200.72
12996.0,376,1,355.5
12997.0,23,16,2065.1099999999997
12998.0,493,4,897.38
12999.0,197,3,455.88
13000.0,107,5,965.0000000000001
13001.0,5,37,24006.6
13002.0,319,3,414.13000000000005
13003.0,106,3,149.05
13004.0,12,46,11143.99
13005.0,174,6,935.03
13006.0,57,1,81.57
13007.0,580,1,175.25
13008.0,324,7,543.28
13009.0,673,1,234.0
13010.0,375,2,330.12
13011.0,373,1,50.550000000000004
13012.0,10,15,2576.1800000000003
13013.0,2,31,11073.48
13014.0,3,18,5220.83
13015.0,54,14,6459.08
13016.0,74,3,789.8899999999999
13017.0,8,1,204.0
13018.0,17,37,9742.810000000001
13019.0,380,8,1212.9500000000003
13020.0,549,5,606.96
13021.0,5,24,4806.66
13022.0,430,1,65.3
13023.0,65,3,1449.0299999999997
13024.0,465,3,535.4200000000001
13025.0,732,1,323.39
13026.0,2,13,1690.12
13027.0,114,23,17052.0
13028.0,23,3,659.6800000000001
13029.0,31,5,1927.2999999999997
13030.0,12,2,752.4399999999999
13031.0,408,5,3292.84
13032.0,39,11,2790.0
13033.0,358,2,220.54999999999998
13034.0,55,3,756.82
13035.0,58,4,1328.95
13036.0,685,1,307.1
13037.0,139,16,3842.5499999999997
13038.0,81,3,908.46
13039.0,585,4,1010.7300000000001
13040.0,9,2,676.99
13041.0,451,4,799.1300000000001
13042.0,585,4,1454.84
13043.0,254,2,471.57000000000005
13044.0,292,13,4818.35
13045.0,100,3,808.92
13046.0,31,3,949.25
13047.0,32,42,8100.09
13048.0,15,13,4000.08
13049.0,65,5,1384.14
13050.0,10,57,11464.43
13051.0,579,2,155.8
13052.0,213,7,3119.33
13053.0,622,1,127.65
13054.0,683,1,-14.0
13055.0,65,6,2292.51
13056.0,552,1,209.47999999999996
13057.0,531,4,528.2399999999999
13058.0,25,3,271.4
13059.0,250,12,2261.2200000000003
13060.0,254,1,307.53000000000003
13061.0,73,1,248.61
13062.0,192,1,346.98
13063.0,481,1,188.39999999999998
13064.0,13,6,1666.8400000000004
13065.0,374,6,1050.1000000000001
13066.0,25,3,430.9
13067.0,83,3,508.5100000000001
13068.0,11,2,344.0
13069.0,1,42,8348.79
13070.0,193,5,743.9
13071.0,613,1,129.22
13072.0,267,1,177.14999999999998
13073.0,412,2,418.08000000000004
13074.0,512,5,1362.8400000000001
13075.0,130,1,919.6100000000001
13076.0,458,1,135.4
13077.0,2,14,2716.1499999999996
13078.0,2,95,28369.440000000002
13079.0,5,6,419.18
13080.0,180,5,260.83
13081.0,2,44,55961.37000000001
13082.0,127,25,7268.92
13083.0,5,3,395.43
13084.0,488,2,116.44999999999999
13085.0,158,10,1459.46
13086.0,383,1,439.33
13087.0,727,1,313.64
13088.0,418,1,236.10999999999999
13089.0,3,247,109893.23999999999
13090.0,9,30,12759.93
13091.0,22,6,-130.22000000000025
13092.0,71,15,2007.33
13093.0,268,88,53274.329999999994
13094.0,22,17,1990.9800000000002
13095.0,71,1,74.4
13096.0,395,1,419.70000000000005
13097.0,33,40,12796.61
13098.0,2,41,28658.879999999997
13099.0,100,1,207.35999999999999
13100.0,625,1,-1598.67
13101.0,235,4,695.4
13102.0,2,42,11123.3
13103.0,40,3,709.64
13104.0,4,9,1709.1
13105.0,437,1,72.0
13106.0,129,3,586.46
13107.0,45,15,5109.620000000001
13108.0,373,2,748.4599999999999
13109.0,3,7,1107.58
13110.0,32,14,2896.17
13111.0,719,1,321.88000000000005
13112.0,542,3,-5.44
13113.0,1,60,16236.439999999999
13114.0,731,1,234.38
13115.0,9,23,5379.45
13116.0,118,2,485.19
13117.0,22,19,2253.96
13118.0,20,12,2334.1000000000004
13119.0,669,1,134.9
13120.0,239,1,30.599999999999998
13121.0,270,2,254.72999999999996
13122.0,95,2,922.39
13123.0,473,2,506.74999999999994
13124.0,90,4,4641.66
13125.0,524,1,148.62
13126.0,5,19,3679.0299999999997
13127.0,78,1,259.16999999999996
13128.0,632,1,263.5
13129.0,453,2,233.25
13130.0,95,1,64.0
13131.0,24,8,3279.7700000000004
13132.0,262,1,77.3
13133.0,274,3,200.45
13134.0,73,9,2422.28
13135.0,197,2,3371.45
13136.0,51,24,6097.900000000001
13137.0,11,17,7541.610000000001
13138.0,23,8,1261.2600000000002
13139.0,17,9,8193.83
13140.0,109,5,1054.92
13141.0,85,21,7524.130000000001
13142.0,20,1,307.0899999999999
13143.0,583,2,399.2
13144.0,333,2,135.35
13145.0,40,8,1124.77
13146.0,27,1,228.91
13147.0,11,4,712.8000000000001
13148.0,30,36,7999.610000000001
13149.0,15,4,1676.0600000000002
13150.0,471,4,435.02
13151.0,204,5,2396.1600000000003
13152.0,418,9,2114.98
13153.0,6,1,486.22
13154.0,145,5,997.43
13155.0,34,6,1370.48
13156.0,386,3,1586.54
13157.0,50,10,5667.71
13158.0,95,5,1508.18
13159.0,9,5,1371.25
13160.0,23,1,91.8
13161.0,314,2,472.13
13162.0,123,19,9116.94
13163.0,611,2,1.7763568394002505e-15
13164.0,570,3,297.46
13165.0,47,3,1451.1599999999999
13166.0,283,3,873.4300000000001
13167.0,19,5,1125.15
13168.0,37,6,1831.6800000000003
13169.0,64,3,840.0799999999999
13170.0,27,1,108.81
13171.0,9,5,426.80999999999995
13172.0,401,1,69.6
13173.0,5,13,2380.9700000000003
13174.0,17,12,7995.360000000001
13175.0,555,4,793.1
13176.0,47,1,481.49000000000007
13177.0,65,2,512.2000000000002
13178.0,27,25,13997.89
13179.0,619,1,572.31
13180.0,608,1,86.10000000000001
13181.0,382,1,359.69
13182.0,46,1,121.18
13183.0,8,18,7010.880000000001
13184.0,15,12,1616.4499999999998
13185.0,268,1,71.4
13186.0,40,5,1539.69
13187.0,338,5,322.65999999999997
13188.0,12,1,114.60000000000001
13189.0,19,2,260.67999999999995
13190.0,545,4,518.76
13191.0,659,1,164.69000000000003
13192.0,96,8,2544.5299999999997
13193.0,62,1,112.08
13194.0,136,2,472.7799999999999
13195.0,415,1,136.73000000000002
13196.0,12,8,3059.6400000000003
13197.0,610,1,373.01000000000005
13198.0,11,12,4912.279999999999
13199.0,4,69,15936.3
13200.0,20,4,870.0900000000001
13201.0,503,4,1233.0599999999997
13202.0,379,8,1571.3500000000001
13203.0,10,11,2630.55
13204.0,732,1,966.6599999999999
13205.0,444,1,2803.2
13206.0,401,15,8211.0
13207.0,16,4,535.8600000000001
13208.0,59,10,1958.3000000000002
13209.0,31,16,8438.06
13210.0,94,1,353.48
13211.0,11,12,2596.3199999999997
13212.0,10,4,779.33
13213.0,57,14,3834.62
13214.0,418,7,3264.23
13215.0,403,1,81.6
13216.0,268,1,333.74
13217.0,123,6,266.12
13218.0,128,1,62.64
13219.0,619,1,76.23
13220.0,79,5,1336.09
13221.0,241,2,847.4100000000001
13222.0,578,1,88.5
13223.0,201,6,969.12
13224.0,61,3,2150.8499999999995
13225.0,4,17,15879.27
13226.0,274,2,312.46
13227.0,202,1,257.7
13228.0,82,1,358.0
13229.0,226,1,160.95
13230.0,5,31,6076.450000000001
13231.0,547,1,-355.2
13232.0,13,7,1328.35
13233.0,75,4,1176.46
13234.0,673,2,346.49999999999994
13235.0,212,2,101.17000000000019
13236.0,25,3,727.2700000000001
13237.0,388,1,643.0
13238.0,12,7,986.73
13239.0,262,6,1579.84
13240.0,97,9,1398.44
13241.0,412,1,112.53
13242.0,113,7,699.3999999999999
13243.0,204,5,1220.38
13244.0,93,1,121.74
13245.0,51,2,989.2199999999999
13246.0,19,14,3242.0
13247.0,18,4,501.11999999999995
13248.0,125,2,465.67999999999995
13249.0,93,9,1608.93
13250.0,453,3,245.59
13251.0,403,1,252.68
13252.0,395,3,341.30000000000007
13253.0,157,4,2951.11
13254.0,377,1,51.410000000000004
13255.0,4,4,669.9100000000001
13256.0,15,1,0.0
13257.0,428,3,117.95000000000002
13258.0,12,5,1009.43
13259.0,62,9,1402.54
13260.0,62,1,557.62
13261.0,269,2,944.1
13262.0,264,3,573.4499999999999
13263.0,2,39,8676.2
13264.0,443,1,722.56
13265.0,54,5,2092.6600000000003
13266.0,12,30,5965.299999999999
13267.0,3,50,9197.66
13268.0,18,15,3127.7000000000003
13269.0,2,30,8507.01
13270.0,367,1,590.0
13271.0,38,2,172.36999999999998
13272.0,32,2,276.56000000000006
13273.0,114,1,138.98
13274.0,410,1,360.8500000000001
